EventID,季節,大約日期,地點,事件名稱,事件分類,神學主題,焦點,耶穌品格,福音中心,福音中心_備註,福音中心_原文,經文總覽,經文_太,經文_可,經文_路,經文_約,經文_其他,經文狀態,合參原則,年代確信度,順序確信度,舊約串珠,OT_註解,資料類型
E-104,秋,約 西元 29 年,聖殿,行淫婦人,,恩典,誰沒有罪(教義論證不可單賴此處),,此列屬後設/序言：神已在話語中主動啟示並定義耶穌，為整個救恩敘事奠基，使信心建立在神先說話的白白的愛上。,（聚焦：誰沒有罪(教義論證不可單賴此處)） 〔見Jn敘事脈絡〕,在「行淫婦人」中，耶穌以宣告揭開神國的真相：此列屬後設/序言：神已在話語中主動啟示並定義基督，為整個救恩敘事奠基，使信心建立在神先說話的恩典上。（聚焦：誰沒有罪(教義論證不可單賴此處)）〔見Jn敘事脈絡〕,Jn 7:53-8:11,,,,Jn 7:53-8:11,,存在爭議,學術共識,低,低,,,經文鑑別
E-105,秋,約 西元 29 年,聖殿,真理必叫人自由,敘事>行旅互動>衝突與冒犯,真理,我是,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,（聚焦：我是） 〔見Jn敘事脈絡〕,在「真理必叫人自由」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：我是）〔見Jn敘事脈絡〕,Jn 8:12-59,,,,Jn 8:12-59,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-106,秋,約 西元 29 年,耶路撒冷,醫治生來瞎眼者,神蹟>醫治>開眼與光照,光明,看見與瞎眼,憐憫、耐心、權柄,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,（聚焦：看見與瞎眼） 〔見Jn敘事脈絡〕,在「醫治生來瞎眼者」中，耶穌以醫治揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：看見與瞎眼）〔見Jn敘事脈絡〕,Jn 9:1-41,,,,Jn 9:1-41,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 賽 35:5-6; 賽 42:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-107,秋,約 西元 29 年,耶路撒冷,好牧人論,教導>衝突/釋經>權柄與真理對話,牧養,捨命,智慧、勇氣、真理,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：捨命） 〔見Jn敘事脈絡〕,在「好牧人論」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：捨命）〔見Jn敘事脈絡〕,Jn 10:1-21,,,,Jn 10:1-21,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-108,秋,約 西元 29 年,猶大/比利亞,主禱文與情詞迫切,教導>靈修>禱告與父的親近,禱告,求必得著,溫柔、信靠、引導,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,（聚焦：求必得著） 〔見Lk敘事脈絡〕,在「主禱文與情詞迫切」中，耶穌以教導揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：求必得著）〔見Lk敘事脈絡〕,Lk 11:1-13,,,Lk 11:1-13,,,經文明載,福音書順序,低,中,,,事件
E-109,秋,約 西元 29 年,眾人中,聽道遵行的人有福,敘事>行旅互動>私下教導>門徒價值翻轉,真福,遵行神道,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：遵行神道） 〔見Lk敘事脈絡〕,在「聽道遵行的人有福」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：遵行神道）〔見Lk敘事脈絡〕,Lk 11:27-28,,,Lk 11:27-28,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-110,秋,約 西元 29 年,眾人中,約拿的神蹟與責備不信,神蹟>記號>權能顯明彌賽亞,徵兆,復活的預告,權柄、憐憫、信實,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,"（聚焦：復活的預告） 〔見Lk,Mt敘事脈絡〕","在「約拿的神蹟與責備不信」中，耶穌以神蹟揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：復活的預告）〔見Lk,Mt敘事脈絡〕",Mt 12:38-42 | Lk 11:29-32,Mt 12:38-42,,Lk 11:29-32,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 61:1,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-111,秋,約 西元 29 年,法利賽人家,法利賽人之禍(路加),教導>衝突/釋經>權柄與真理對話,假冒為善,杯盤外潔淨,智慧、勇氣、真理,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,（聚焦：杯盤外潔淨） 〔見Lk敘事脈絡〕,在「法利賽人之禍(路加)」中，耶穌以教導揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：杯盤外潔淨）〔見Lk敘事脈絡〕,Lk 11:37-54,,,Lk 11:37-54,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-112,秋,約 西元 29 年,眾人中,防備法利賽人的酵與認主,教導>衝突/釋經>權柄與真理對話,敬畏神,不要怕人,智慧、勇氣、真理,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,（聚焦：不要怕人） 〔見Lk敘事脈絡〕,在「防備法利賽人的酵與認主」中，耶穌以教導揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：不要怕人）〔見Lk敘事脈絡〕,Lk 12:1-12,,,Lk 12:1-12,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-113,秋,約 西元 29 年,猶大/比利亞,無知財主的比喻,比喻>教導>天國價值反轉,生命價值,貪婪,智慧、洞察、真理,藉著比喻，耶穌顛覆『配得』的邏輯，讓人看見：在上帝的國度/掌權裡，被愛先於改變，改變因此成為回應而非條件。,（聚焦：貪婪） 〔見Lk敘事脈絡〕,在「無知財主的比喻」中，耶穌以比喻揭開神國的真相：藉著比喻，耶穌顛覆『配得』的邏輯，讓人看見：在神國裡，被愛先於改變，改變因此成為回應而非條件。（聚焦：貪婪）〔見Lk敘事脈絡〕,Lk 12:13-21,,,Lk 12:13-21,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-114,秋,約 西元 29 年,眾人中,不要憂慮與積財在天,敘事>行旅互動>私下教導>門徒價值翻轉,信靠,先求神國,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,（聚焦：先求神國） 〔見Lk敘事脈絡〕,在「不要憂慮與積財在天」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：先求神國）〔見Lk敘事脈絡〕,Lk 12:22-34,,,Lk 12:22-34,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-115,秋,約 西元 29 年,眾人中,警醒等候與分辨時候,敘事>行旅互動>私下教導>末世警醒,末世倫理,忠心僕人,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：忠心僕人） 〔見Lk敘事脈絡〕,在「警醒等候與分辨時候」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：忠心僕人）〔見Lk敘事脈絡〕,Lk 12:35-59,,,Lk 12:35-59,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-116,秋,約 西元 29 年,眾人中,悔改與無花果樹,神蹟>先知性行動>咒詛無花果(審判假敬虔),悔改,西羅亞樓,公義、聖潔、勇氣,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,（聚焦：西羅亞樓） 〔見Lk敘事脈絡〕,在「悔改與無花果樹」中，耶穌以神蹟揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：西羅亞樓）〔見Lk敘事脈絡〕,Lk 13:1-9,,,Lk 13:1-9,,,經文明載,福音書順序,低,低,【M】[彌賽亞預言] 何 9:10; 彌 7:1,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-117,秋,約 西元 29 年,會堂,不結果無花果與醫治,神蹟>醫治>身體復原與整全,悔改,寬容,憐憫、權柄、溫柔,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,（聚焦：寬容） 〔見Lk敘事脈絡〕,在「不結果無花果與醫治」中，耶穌以醫治揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：寬容）〔見Lk敘事脈絡〕,Lk 13:10-17,,,Lk 13:10-17,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-118,秋,約 西元 29 年,比利亞,芥菜種與麵酵(路加),敘事>行旅互動>私下教導>天國比喻,神國擴展,雖小必大,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：雖小必大） 〔見Lk敘事脈絡〕,在「芥菜種與麵酵(路加)」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：雖小必大）〔見Lk敘事脈絡〕,Lk 13:18-21,,,Lk 13:18-21,,,經文明載,福音書順序,低,低,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-119,秋,約 西元 29 年,耶路撒冷,修殿節宣告,啟示>序言>道成肉身與光,神性,我與父為一,榮耀、真理、恩典,耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是白白的愛先行。,（聚焦：我與父為一） 〔見Jn敘事脈絡〕,在「修殿節宣告」中，耶穌以啟示揭開神國的真相：耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是恩典先行。（聚焦：我與父為一）〔見Jn敘事脈絡〕,Jn 10:22-39,,,,Jn 10:22-39,,經文明載,節期標記,高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-120,秋,約 西元 30 年,比利亞,窄門與為城哀嘆,敘事>行旅互動>私下教導>末世警醒,救恩,努力進門,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,（聚焦：努力進門） 〔見Lk敘事脈絡〕,在「窄門與為城哀嘆」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：努力進門）〔見Lk敘事脈絡〕,Lk 13:22-35,,,Lk 13:22-35,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-121,秋,約 西元 30 年,法利賽人家,在安息日醫治水臌,神蹟>醫治>身體復原與整全,安息日,憐憫,憐憫、權柄、溫柔,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,（聚焦：憐憫） 〔見Lk敘事脈絡〕,在「在安息日醫治水臌」中，耶穌以醫治揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：憐憫）〔見Lk敘事脈絡〕,Lk 14:1-6,,,Lk 14:1-6,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-122,秋,約 西元 30 年,法利賽人家,謙卑與大筵席的比喻,比喻>教導>天國價值反轉,謙卑,請那不能報答的,智慧、洞察、真理,天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。,（聚焦：請那不能報答的） 〔見Lk敘事脈絡〕,在「謙卑與大筵席的比喻」中，耶穌以比喻揭開神國的真相：天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。（聚焦：請那不能報答的）〔見Lk敘事脈絡〕,Lk 14:7-24,,,Lk 14:7-24,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-123,秋,約 西元 30 年,路上,作門徒的代價,門訓>呼召>跟從與塑造,計算,背十架,耐心、洞察、權柄,門徒的跌倒與遲鈍沒有終止救恩，反而凸顯耶穌的保守；因此盼望不建立在人的穩定度，而建立在祂的信實。,（聚焦：背十架） 〔見Lk敘事脈絡〕,在「作門徒的代價」中，耶穌以呼召與塑造揭開神國的真相：門徒的跌倒與遲鈍沒有終止救恩，反而凸顯基督的保守；因此盼望不建立在人的穩定度，而建立在祂的信實。（聚焦：背十架）〔見Lk敘事脈絡〕,Lk 14:25-35,,,Lk 14:25-35,,,經文明載,福音書順序,低,中,,,事件
E-124,秋,約 西元 30 年,聚會處,失落三比喻,比喻>教導>天國價值反轉,父愛,浪子回頭,智慧、洞察、真理,天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。,（聚焦：浪子回頭） 〔見Lk敘事脈絡〕,在「失落三比喻」中，耶穌以比喻揭開神國的真相：天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。（聚焦：浪子回頭）〔見Lk敘事脈絡〕,Lk 15:1-32,,,Lk 15:1-32,,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-125,秋,約 西元 30 年,聚會處,不義管家與財主拉撒路,神蹟>復活>死亡權勢被破,永恆觀,錢財管家,憐憫、大能、同理,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,（聚焦：錢財管家） 〔見Lk敘事脈絡〕,在「不義管家與財主拉撒路」中，耶穌以神蹟揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：錢財管家）〔見Lk敘事脈絡〕,Lk 16:1-31,,,Lk 16:1-31,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 王上 17:17-24; 王下 4:32-37; 賽 25:8; 但 12:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-126,秋,約 西元 30 年,猶大,絆倒人與僕人本分,敘事>行旅互動>私下教導>門徒價值翻轉,饒恕,信心像芥種,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：信心像芥種） 〔見Lk敘事脈絡〕,在「絆倒人與僕人本分」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：信心像芥種）〔見Lk敘事脈絡〕,Lk 17:1-6,,,Lk 17:1-6,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-127,秋,約 西元 30 年,猶大,無用的僕人,敘事>行旅互動>私下教導>門徒價值翻轉,服事,只作應分作的,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：只作應分作的） 〔見Lk敘事脈絡〕,在「無用的僕人」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：只作應分作的）〔見Lk敘事脈絡〕,Lk 17:7-10,,,Lk 17:7-10,,,經文明載,福音書順序,低,低,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-128,秋,約 西元 30 年,伯大尼,拉撒路復活,復活>得勝>死亡被吞滅,復活,我就是復活,大能、盼望、信實,耶穌復活不是對失敗者的鼓勵口號，而是對世界秩序的改寫：罪與死亡的權勢已被打破，新的生命已被啟動。,（聚焦：我就是復活） 〔見Jn敘事脈絡〕,在「拉撒路復活」中，耶穌以復活揭開神國的真相：耶穌復活不是對失敗者的鼓勵口號，而是對世界秩序的改寫：罪與死亡的權勢已被打破，新的生命已被啟動。（聚焦：我就是復活）〔見Jn敘事脈絡〕,Jn 11:1-44,,,,Jn 11:1-44,,經文明載,節期標記,高,高,【M】[彌賽亞預言] 詩 16:10; 何 6:2; 賽 25:8,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-129,秋,約 西元 30 年,以法蓮,殺機確立與退避,啟示>序言>道成肉身與光,代贖,一人替死,榮耀、真理、恩典,神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。,（聚焦：一人替死） 〔見Jn敘事脈絡〕,在「殺機確立與退避」中，耶穌以啟示揭開神國的真相：神先向人揭露基督的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。（聚焦：一人替死）〔見Jn敘事脈絡〕,Jn 11:45-57,,,,Jn 11:45-57,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-130,秋,約 西元 30 年,撒馬利亞邊界,十個痲瘋病人,神蹟>醫治>潔淨痲瘋與恢復群體,感恩,外邦人歸榮,憐憫、接納、勇氣,在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。,（聚焦：外邦人歸榮） 〔見Lk敘事脈絡〕,在「十個痲瘋病人」中，耶穌以神蹟揭開神國的真相：在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。（聚焦：外邦人歸榮）〔見Lk敘事脈絡〕,Lk 17:11-19,,,Lk 17:11-19,,,經文明載,地理關聯,低,中,【M】[彌賽亞預言] 利 13–14; 賽 53:4,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-131,秋,約 西元 30 年,比利亞,人子日子的來到,敘事>行旅互動>私下教導>末世警醒,末世,神國在心裡,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：神國在心裡） 〔見Lk敘事脈絡〕,在「人子日子的來到」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：神國在心裡）〔見Lk敘事脈絡〕,Lk 17:20-37,,,Lk 17:20-37,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-132,秋,約 西元 30 年,比利亞,寡婦與切求的禱告,教導>靈修>禱告與父的親近,恆切禱告,不灰心,溫柔、信靠、引導,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：不灰心） 〔見Lk敘事脈絡〕,在「寡婦與切求的禱告」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：不灰心）〔見Lk敘事脈絡〕,Lk 18:1-8,,,Lk 18:1-8,,,經文明載,福音書順序,低,中,,,事件
E-133,秋,約 西元 30 年,聖殿(比喻),法利賽人與稅吏禱告,教導>靈修>禱告與父的親近,稱義,自卑與自高,溫柔、信靠、引導,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,（聚焦：自卑與自高） 〔見Lk敘事脈絡〕,在「法利賽人與稅吏禱告」中，耶穌以教導揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：自卑與自高）〔見Lk敘事脈絡〕,Lk 18:9-14,,,Lk 18:9-14,,,經文明載,福音書順序,低,中,,,事件
E-134,秋,約 西元 30 年,猶大,休妻與祝福小孩,敘事>行旅互動>私下教導>門徒價值翻轉,婚姻,神配合,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：神配合） 〔見Lk,Mk,Mt敘事脈絡〕","在「休妻與祝福小孩」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：神配合）〔見Lk,Mk,Mt敘事脈絡〕",Mt 19:1-15 | Mk 10:1-16 | Lk 18:15-17,Mt 19:1-15,Mk 10:1-16,Lk 18:15-17,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-135,秋,約 西元 30 年,路上,少年官與財富,敘事>行旅互動>私下教導>門徒價值翻轉,偶像,駱駝穿針,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：駱駝穿針） 〔見Lk,Mk,Mt敘事脈絡〕","在「少年官與財富」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：駱駝穿針）〔見Lk,Mk,Mt敘事脈絡〕",Mt 19:16-30 | Mk 10:17-31 | Lk 18:18-30,Mt 19:16-30,Mk 10:17-31,Lk 18:18-30,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-136,秋,約 西元 30 年,路上,葡萄園工人的比喻,比喻>教導>天國價值反轉,主權,在後在前,智慧、洞察、真理,天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。,（聚焦：在後在前） 〔見Mt敘事脈絡〕,在「葡萄園工人的比喻」中，耶穌以比喻揭開神國的真相：天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。（聚焦：在後在前）〔見Mt敘事脈絡〕,Mt 20:1-16,Mt 20:1-16,,,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-137,秋,約 西元 30 年,往耶路途中,第三次預言受難,降生/成長>敘事>救恩歷史開場,服事,杯與洗,信實、謙卑、恩典,受難敘事顯明十字架不是意外，而是拯救中心：耶穌替人承擔審判與羞辱，使赦免有代價、也有確據。,"（聚焦：杯與洗） 〔見Lk,Mk,Mt敘事脈絡〕","在「第三次預言受難」中，耶穌以降生與成長揭開神國的真相：受難敘事顯明十字架不是意外，而是救贖中心：耶穌替人承擔審判與羞辱，使赦免有代價、也有確據。（聚焦：杯與洗）〔見Lk,Mk,Mt敘事脈絡〕",Mt 20:17-19 | Mk 10:32-34 | Lk 18:31-34,Mt 20:17-19,Mk 10:32-34,Lk 18:31-34,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 賽 9:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-138,秋,約 西元 30 年,往耶路途中,西庇太兒子的請求,敘事>行旅互動>私下教導>門徒價值翻轉,權力,在左在右,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,"（聚焦：在左在右） 〔見Mk,Mt敘事脈絡〕","在「西庇太兒子的請求」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：在左在右）〔見Mk,Mt敘事脈絡〕",Mt 20:20-28 | Mk 10:35-45,Mt 20:20-28,Mk 10:35-45,,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
